Center,CAReportName,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Mo. Bdgt Var May 2025,Mo. Bdgt May 2025,YTD May 2025,YTD Bdgt May 2025,YTD May 2024
2015-001 Shawnee GI,Medical supplies & drugs Total,28812.00,8341.00,16113.00,13117.00,7502.00,13369.00,2170.00,0.00,9843.51,12013.00,52271.00,59757.00,83582.00
2018-001 Knoxville Eye,Medical supplies & drugs Total,150644.00,114687.00,297148.00,122296.00,158246.00,166096.00,41700.00,0.00,94004.82,135705.00,785486.00,679045.00,632267.00
2001-001 Knoxville GI,Variable Expenses Total,110802.00,119939.00,121919.00,104857.00,105174.00,133373.00,-40116.00,0.00,-159453.79,119337.00,425207.00,555250.00,592871.00
2001-002 Knoxville West GI,Variable Expenses Total,39019.00,37170.00,37208.00,39799.00,42166.00,39888.00,-9088.00,0.00,-47939.68,38851.00,149973.00,193683.00,201655.00
2003-001 St Thomas GI,Variable Expenses Total,39154.00,38274.00,36687.00,31250.00,25033.00,35848.00,-11247.00,0.00,-48048.22,36801.00,117572.00,183710.00,173596.00
2003-002 St Thomas Harding Rd GI,Variable Expenses Total,27473.00,28582.00,23888.00,23402.00,15257.00,23706.00,1003.00,0.00,-25113.22,26116.00,87256.00,130299.00,120608.00
2005-001 Beaumont GI,Variable Expenses Total,61853.00,58590.00,57871.00,59561.00,68178.00,73326.00,15731.00,0.00,-46925.87,62657.00,274668.00,312306.00,216800.00
2009-001 Washington DC GI,Variable Expenses Total,37840.00,45903.00,38063.00,42418.00,37934.00,46342.00,-26276.00,0.00,-69338.41,43063.00,138481.00,214626.00,209657.00
2011-001 Torrance GI,Variable Expenses Total,106061.00,132506.00,117431.00,117431.00,130319.00,130484.00,-12449.00,0.00,-136825.31,124376.00,483216.00,617276.00,596203.00
2013-001 Abilene GI,Variable Expenses Total,30496.00,39773.00,29223.00,30957.00,29577.00,43514.00,8873.00,0.00,-27031.64,35904.00,142143.00,178893.00,186949.00
2015-001 Shawnee GI,Variable Expenses Total,52472.00,64134.00,73362.00,96008.00,20001.00,63330.00,-10058.00,0.00,-77139.68,67081.00,242643.00,337309.00,346833.00
2018-001 Knoxville Eye,Variable Expenses Total,63214.00,70019.00,61481.00,60875.00,70714.00,81883.00,7742.00,0.00,-51996.60,59739.00,282696.00,304894.00,279189.00
2001-001 Knoxville GI,Fixed Expenses Total,76584.00,75634.00,75832.00,105633.00,78927.00,76093.00,-8323.00,0.00,-81072.34,72750.00,328163.00,361336.00,348901.00
2001-002 Knoxville West GI,Fixed Expenses Total,27710.00,27635.00,27469.00,27440.00,23722.00,28411.00,-141.00,0.00,-27031.67,26891.00,106901.00,135186.00,141970.00
2003-001 St Thomas GI,Fixed Expenses Total,11941.00,11816.00,10680.00,10320.00,10400.00,10836.00,-1933.00,0.00,-12641.78,10709.00,40304.00,53546.00,51644.00
2003-002 St Thomas Harding Rd GI,Fixed Expenses Total,8595.00,8660.00,7353.00,7353.00,7353.00,7353.00,719.00,0.00,-6885.27,7605.00,30130.00,38023.00,37368.00
2005-001 Beaumont GI,Fixed Expenses Total,42951.00,42878.00,40956.00,41063.00,41063.00,40856.00,39445.00,0.00,956.46,38488.00,203382.00,192409.00,205143.00
2009-001 Washington DC GI,Fixed Expenses Total,19677.00,19793.00,16150.00,17807.00,16743.00,18464.00,16752.00,0.00,-416.43,17168.00,85916.00,85840.00,83452.00
2011-001 Torrance GI,Fixed Expenses Total,44915.00,42395.00,45225.00,41278.00,36886.00,40442.00,4449.00,0.00,-35103.12,39552.00,168280.00,197698.00,175203.00
2013-001 Abilene GI,Fixed Expenses Total,9122.00,9131.00,7931.00,8415.00,8213.00,8115.00,-227.00,0.00,-8372.59,8146.00,32447.00,40720.00,40554.00
2015-001 Shawnee GI,Fixed Expenses Total,29256.00,27362.00,21780.00,22226.00,22705.00,30350.00,16854.00,0.00,-10726.98,27581.00,113915.00,137907.00,131859.00
2018-001 Knoxville Eye,Fixed Expenses Total,13233.00,13612.00,12273.00,57792.00,16154.00,-2030.00,11805.00,0.00,804.30,11001.00,95994.00,55751.00,50340.00
2001-001 Knoxville GI,Operating taxes and other Total,1456.16,4149.89,-2405.68,1361.24,1142.38,4238.43,2527.75,0.00,-272.56,2255.19,6864.12,11275.93,8665.74
2001-002 Knoxville West GI,Operating taxes and other Total,7.62,-263.40,-183.33,-168.01,22.34,-267.33,366.23,0.00,48.38,414.61,-230.10,2073.07,441.93
2003-001 St Thomas GI,Operating taxes and other Total,1297.27,3962.64,1005.51,1268.55,1112.42,3927.94,1123.64,0.00,403.00,1526.64,8438.06,9091.20,8634.93
2003-002 St Thomas Harding Rd GI,Operating taxes and other Total,105.26,0.13,1960.79,76.60,65.29,24.99,206.67,0.00,43.04,249.71,2334.34,1248.56,615.00
2005-001 Beaumont GI,Operating taxes and other Total,1161.67,1049.88,260.81,1216.88,940.64,1093.45,1530.03,0.00,-336.78,1193.25,5041.81,6066.27,-23497.12
2009-001 Washington DC GI,Operating taxes and other Total,1191.84,1762.74,2818.58,1276.95,1104.70,1007.60,1729.46,0.00,-114.96,1614.50,7937.29,8172.49,8053.29
2011-001 Torrance GI,Operating taxes and other Total,549.29,681.61,757.10,1776.74,1086.03,1756.14,1153.57,0.00,-110.24,1043.33,6529.58,6116.66,8685.46
2013-001 Abilene GI,Operating taxes and other Total,1458.08,2940.33,1892.15,2209.98,2162.04,1931.02,1166.55,0.00,808.41,1974.96,9361.74,9974.81,10741.98
2015-001 Shawnee GI,Operating taxes and other Total,825.49,165.10,901.18,122.24,214.93,1178.96,324.59,0.00,321.96,646.55,2741.90,3332.74,4255.97
2018-001 Knoxville Eye,Operating taxes and other Total,1795.40,318.70,938.17,-927.28,402.56,2545.15,621.56,0.00,212.31,833.87,3580.16,4169.35,4299.32
2001-001 Knoxville GI,Total Operating Expenses,641213.91,620852.19,617988.66,589520.78,610996.14,624268.28,-302309.05,0.00,882944.51,580635.46,1550944.03,2201178.88,2269094.92
2001-002 Knoxville West GI,Total Operating Expenses,151504.79,133297.04,146207.27,141941.85,148856.19,149327.28,-42431.01,0.00,196901.22,154470.21,401959.73,622224.71,600661.88
2003-001 St Thomas GI,Total Operating Expenses,126305.36,137755.93,127242.66,107612.25,130114.76,156152.21,-23592.71,0.00,155033.95,131441.24,389916.92,520011.45,476745.63
2003-002 St Thomas Harding Rd GI,Total Operating Expenses,83029.61,82191.04,94158.04,83233.18,91406.88,113920.21,-16149.17,0.00,112324.91,96175.74,283335.96,378887.28,320396.59
2005-001 Beaumont GI,Total Operating Expenses,272515.88,269881.00,268441.21,261307.70,298569.19,303318.57,154598.30,0.00,155713.98,310312.28,1024927.27,1223852.08,1091143.16
2009-001 Washington DC GI,Total Operating Expenses,140175.91,167294.24,156136.26,163995.39,155089.53,193551.03,23403.55,0.00,124771.34,148174.89,528180.37,583627.16,613419.25
2011-001 Torrance GI,Total Operating Expenses,393431.45,533528.70,437919.86,433688.62,449064.74,461223.42,-20939.51,0.00,506553.36,485613.85,1327268.51,1966472.01,1792426.35
2013-001 Abilene GI,Total Operating Expenses,80228.32,89450.06,73328.97,70644.01,79258.58,97141.00,2642.43,0.00,84546.09,87188.52,252370.98,353497.54,364789.04
2015-001 Shawnee GI,Total Operating Expenses,202425.27,203637.83,204630.72,214205.28,132831.91,204463.35,53700.08,0.00,151892.83,205592.91,595626.06,815311.14,841431.05
2018-001 Knoxville Eye,Total Operating Expenses,321005.92,321178.30,490884.36,349429.27,353279.36,337390.67,102479.16,0.00,191829.18,294308.34,1284033.55,1200102.28,1150731.87
2001-001 Knoxville GI,Operating Expenses per procedure,367.04,369.12,392.12,394.59,399.61,409.09,3997.55,0.00,11637.49,-7639.94,630.05,787.08,610.05
2001-002 Knoxville West GI,Operating Expenses per procedure,272.49,265.53,313.08,256.21,264.87,253.10,1342.14,0.00,6169.34,-4827.19,600.25,856.17,577.22
2003-001 St Thomas GI,Operating Expenses per procedure,482.08,486.77,446.47,388.49,448.67,391.36,206.50,0.00,1349.47,-1142.97,379.36,751.44,497.70
2003-002 St Thomas Harding Rd GI,Operating Expenses per procedure,338.90,307.83,366.37,309.42,324.14,328.30,332.99,0.00,2295.76,-1962.77,426.22,729.11,477.99
2005-001 Beaumont GI,Operating Expenses per procedure,261.03,235.70,274.20,234.78,241.42,240.86,-589.65,0.00,599.28,-1188.94,455.44,774.68,534.74
2009-001 Washington DC GI,Operating Expenses per procedure,300.16,358.93,328.71,352.68,294.29,341.96,0.00,0.00,0.00,0.00,524.85,710.42,501.77
2011-001 Torrance GI,Operating Expenses per procedure,363.28,569.37,440.56,421.06,383.49,391.53,0.00,0.00,0.00,0.00,577.53,854.16,550.57
2013-001 Abilene GI,Operating Expenses per procedure,344.33,399.33,352.54,312.09,375.56,471.56,-66.24,0.00,2355.66,-2421.90,463.93,980.32,525.94
2015-001 Shawnee GI,Operating Expenses per procedure,571.82,557.91,621.98,645.20,503.15,515.02,-1070.95,0.00,3040.90,-4111.86,682.47,1019.82,675.26
2018-001 Knoxville Eye,Operating Expenses per procedure,589.00,670.52,997.73,714.58,690.00,584.73,-3008.24,0.00,5647.89,-8656.13,1059.36,1439.74,1058.50
2001-001 Knoxville GI,Compensation per procedure,211.57,209.18,218.39,205.93,228.96,216.69,3793.42,0.00,7991.50,-4198.08,161.72,264.86,218.22
2001-002 Knoxville West GI,Compensation per procedure,103.54,113.01,115.82,94.13,99.35,89.18,1299.77,0.00,3169.54,-1869.77,76.21,152.87,117.67
2003-001 St Thomas GI,Compensation per procedure,266.90,252.81,233.83,209.41,279.10,232.97,113.37,0.00,755.68,-642.31,264.84,335.23,185.30
2003-002 St Thomas Harding Rd GI,Compensation per procedure,151.20,142.52,192.17,162.54,197.48,196.70,360.45,0.00,1381.66,-1021.21,185.98,231.83,153.74
2005-001 Beaumont GI,Compensation per procedure,125.26,109.61,128.54,108.92,103.64,112.50,-263.97,0.00,353.99,-617.96,144.59,195.23,136.92
2009-001 Washington DC GI,Compensation per procedure,142.95,182.81,174.25,182.74,155.42,189.97,0.00,0.00,0.00,0.00,193.98,168.06,133.60
2011-001 Torrance GI,Compensation per procedure,184.38,326.84,233.40,214.92,202.73,204.85,0.00,0.00,0.00,0.00,208.78,315.30,190.71
2013-001 Abilene GI,Compensation per procedure,115.36,128.66,139.31,94.57,149.86,162.72,159.21,0.00,1075.34,-916.12,150.06,231.56,123.75
2015-001 Shawnee GI,Compensation per procedure,257.23,283.93,281.08,249.19,312.16,242.41,-888.19,0.00,1077.21,-1965.41,335.67,406.08,248.27
2018-001 Knoxville Eye,Compensation per procedure,169.03,255.83,241.96,223.71,210.47,154.07,-1194.42,0.00,1365.29,-2559.71,230.33,231.03,197.79
2001-001 Knoxville GI,Medical supplies & drugs per procedure,47.37,41.19,49.78,46.87,49.49,52.35,-419.76,0.00,464.96,-884.72,58.38,53.66,43.92
2001-002 Knoxville West GI,Medical supplies & drugs per procedure,48.92,23.95,59.15,41.02,48.24,48.61,-250.78,0.00,639.26,-890.04,57.62,72.18,37.80
2003-001 St Thomas GI,Medical supplies & drugs per procedure,15.21,42.96,42.90,24.43,43.55,31.54,-13.05,0.00,61.19,-74.25,45.33,40.08,42.02
2003-002 St Thomas Harding Rd GI,Medical supplies & drugs per procedure,40.05,25.83,45.01,32.27,46.25,42.02,8.49,0.00,256.77,-248.28,46.33,58.48,39.33
2005-001 Beaumont GI,Medical supplies & drugs per procedure,34.27,36.56,44.45,34.48,48.90,37.09,-111.09,0.00,67.78,-178.87,55.93,58.49,41.61
2009-001 Washington DC GI,Medical supplies & drugs per procedure,31.50,31.43,34.39,37.68,33.02,35.71,0.00,0.00,0.00,0.00,33.92,46.30,34.30
2011-001 Torrance GI,Medical supplies & drugs per procedure,38.99,55.17,42.76,50.33,37.04,40.10,0.00,0.00,0.00,0.00,39.42,75.77,51.98
2013-001 Abilene GI,Medical supplies & drugs per procedure,52.68,39.22,25.51,34.03,36.43,48.84,39.96,0.00,267.26,-227.30,36.70,55.87,32.23
2015-001 Shawnee GI,Medical supplies & drugs per procedure,81.39,22.85,48.98,39.51,28.41,33.68,-43.39,0.00,196.87,-240.26,41.65,51.45,46.61
2018-001 Knoxville Eye,Medical supplies & drugs per procedure,276.41,239.43,603.96,250.09,309.07,287.86,-1226.46,0.00,2764.85,-3991.31,428.69,355.01,268.54
2001-001 Knoxville GI,Distributions,446300.00,617400.00,454600.00,513800.00,367200.00,595900.00,490000.00,0.00,490000.00,0.00,1907700.00,0.00,1536200.00
2001-002 Knoxville West GI,Distributions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2003-001 St Thomas GI,Distributions,33300.00,79500.00,85500.00,74800.00,62300.00,46900.00,101600.00,0.00,101600.00,0.00,296300.00,0.00,356100.00
2003-002 St Thomas Harding Rd GI,Distributions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2005-001 Beaumont GI,Distributions,304700.00,330700.00,397700.00,298000.00,292600.00,342800.00,419800.00,0.00,419800.00,0.00,1452900.00,0.00,1157400.00
2009-001 Washington DC GI,Distributions,125200.00,93000.00,41900.00,73600.00,104700.00,109000.00,105900.00,0.00,105900.00,0.00,361500.00,0.00,489200.00
2011-001 Torrance GI,Distributions,407250.00,158800.00,158000.00,197400.00,197500.00,221300.00,270800.00,0.00,270800.00,0.00,847600.00,0.00,867300.00
2013-001 Abilene GI,Distributions,58600.00,51600.00,55900.00,18300.00,24500.00,67500.00,33800.00,0.00,33800.00,0.00,181700.00,0.00,265100.00
2015-001 Shawnee GI,Distributions,71300.00,85500.00,39600.00,28600.00,53100.00,64500.00,85600.00,0.00,85600.00,0.00,242800.00,0.00,195900.00
2018-001 Knoxville Eye,Distributions,350100.00,271300.00,156100.00,0.00,212300.00,54800.00,280800.00,0.00,280800.00,0.00,704000.00,0.00,782000.00
2001-001 Knoxville GI,Margin %,0.40,0.40,0.40,0.40,0.40,0.40,3.40,0.00,2.90,0.40,0.50,0.40,0.40
2001-002 Knoxville West GI,Margin %,0.60,0.60,0.50,0.60,0.60,0.60,1.80,0.00,1.20,0.50,0.60,0.50,0.50
2003-001 St Thomas GI,Margin %,0.10,0.00,0.10,0.20,0.10,0.20,1.10,0.00,1.00,0.20,-0.20,0.20,0.20
2003-002 St Thomas Harding Rd GI,Margin %,0.30,0.40,0.20,0.40,0.30,0.40,1.20,0.00,0.90,0.40,0.20,0.40,0.30
2005-001 Beaumont GI,Margin %,0.50,0.60,0.50,0.60,0.50,0.60,0.70,0.00,0.20,0.50,0.30,0.50,0.50
2009-001 Washington DC GI,Margin %,0.40,0.30,0.30,0.40,0.40,0.40,0.00,0.00,-0.50,0.50,0.40,0.50,0.40
2011-001 Torrance GI,Margin %,0.40,0.00,0.20,0.30,0.40,0.30,0.00,0.00,-0.30,0.30,0.30,0.30,0.30
2013-001 Abilene GI,Margin %,0.40,0.30,0.30,0.30,0.30,0.20,1.00,0.00,0.60,0.40,0.10,0.40,0.40
2015-001 Shawnee GI,Margin %,0.20,0.20,0.20,0.10,0.40,0.30,0.60,0.00,0.40,0.10,0.10,0.10,0.20
2018-001 Knoxville Eye,Margin %,0.50,0.30,0.10,0.30,0.30,0.50,0.00,0.00,-0.40,0.50,0.20,0.50,0.40
2001-001 Knoxville GI,Contractual Adjustments per Procedure,1065.70,1049.06,1012.33,1087.08,1061.28,1024.85,0.00,0.00,22863.85,-22863.85,1049.85,1378.54,1073.48
2001-002 Knoxville West GI,Contractual Adjustments per Procedure,1070.44,1066.01,1059.31,1070.17,1064.80,1075.47,0.00,0.00,19766.34,-19766.34,1088.62,1595.16,1112.70
2003-001 St Thomas GI,Contractual Adjustments per Procedure,932.12,933.45,948.95,966.94,935.10,937.65,0.00,0.00,2627.43,-2627.43,1066.07,1407.80,941.86
2003-002 St Thomas Harding Rd GI,Contractual Adjustments per Procedure,888.89,873.62,904.38,876.37,907.16,875.44,0.00,0.00,6174.02,-6174.02,946.26,1446.59,945.03
2005-001 Beaumont GI,Contractual Adjustments per Procedure,1141.60,1136.26,1153.61,1143.37,1123.22,1133.43,0.00,0.00,5017.35,-5017.35,1227.81,1632.73,1157.57
2009-001 Washington DC GI,Contractual Adjustments per Procedure,495.44,491.97,518.45,501.93,471.17,494.54,0.00,0.00,0.00,0.00,493.93,687.58,496.05
2011-001 Torrance GI,Contractual Adjustments per Procedure,1245.36,1187.65,1238.95,1222.91,1138.13,1215.37,0.00,0.00,0.00,0.00,1195.33,1816.69,1205.10
2013-001 Abilene GI,Contractual Adjustments per Procedure,1365.36,1386.83,1397.08,1417.02,1362.65,1349.33,0.00,0.00,9737.61,-9737.61,1453.44,2382.02,1393.06
2015-001 Shawnee GI,Contractual Adjustments per Procedure,1706.65,1659.22,1633.42,1664.90,1688.49,1676.10,0.00,0.00,11932.53,-11932.53,1753.80,2540.27,1772.56
2018-001 Knoxville Eye,Contractual Adjustments per Procedure,2045.21,2174.24,2176.92,2176.39,2158.47,2124.22,0.00,0.00,32056.44,-32056.44,2199.00,2853.23,2209.08
2001-001 Knoxville GI,Linens per Procedure,4.28,5.29,5.39,4.12,2.38,4.04,-44.34,0.00,67.05,-111.39,4.76,7.43,5.35
2001-002 Knoxville West GI,Linens per Procedure,5.73,5.99,7.10,5.36,5.64,5.38,-46.94,0.00,40.99,-87.93,7.03,7.09,5.12
2003-001 St Thomas GI,Linens per Procedure,39.78,39.05,39.78,36.09,36.53,24.85,-8.31,0.00,80.12,-88.43,38.19,47.36,31.57
2003-002 St Thomas Harding Rd GI,Linens per Procedure,16.72,15.34,19.93,15.62,15.21,12.36,-21.89,0.00,63.32,-85.21,17.65,19.95,15.28
2005-001 Beaumont GI,Linens per Procedure,6.22,4.52,5.28,4.78,4.17,11.33,-17.62,0.00,8.95,-26.57,9.09,8.64,6.41
2009-001 Washington DC GI,Linens per Procedure,6.53,7.80,8.28,7.07,6.31,5.63,0.00,0.00,0.00,0.00,7.15,7.89,5.40
2011-001 Torrance GI,Linens per Procedure,2.72,2.57,2.95,2.28,2.15,2.05,0.00,0.00,0.00,0.00,2.78,3.01,2.12
2013-001 Abilene GI,Linens per Procedure,7.30,6.46,7.82,6.20,8.50,8.75,27.78,0.00,79.88,-52.10,7.17,12.74,5.81
2015-001 Shawnee GI,Linens per Procedure,1.76,4.66,4.92,11.20,7.23,7.00,-0.74,0.00,60.51,-61.25,6.75,13.03,12.19
2018-001 Knoxville Eye,Linens per Procedure,4.02,1.72,3.34,1.68,2.67,2.37,-8.06,0.00,28.10,-36.16,3.01,3.18,2.63
2001-001 Knoxville GI,Medical Supplies per Procedure,43.54,42.78,45.83,43.41,48.84,48.06,-367.51,0.00,441.31,-808.83,54.49,49.08,39.40
2001-002 Knoxville West GI,Medical Supplies per Procedure,45.06,25.89,54.74,38.57,49.66,45.37,-234.79,0.00,598.94,-833.73,55.29,67.64,34.00
2003-001 St Thomas GI,Medical Supplies per Procedure,15.70,38.21,41.89,22.18,41.59,28.71,-15.38,0.00,50.52,-65.90,43.33,35.61,38.89
2003-002 St Thomas Harding Rd GI,Medical Supplies per Procedure,38.20,27.36,43.09,30.47,41.72,39.95,7.55,0.00,233.27,-225.71,43.41,53.20,35.45
2005-001 Beaumont GI,Medical Supplies per Procedure,37.02,36.59,39.60,31.59,48.24,33.73,-100.39,0.00,64.26,-164.65,52.00,53.86,38.53
2009-001 Washington DC GI,Medical Supplies per Procedure,29.98,32.36,30.49,34.05,32.24,30.55,0.00,0.00,0.00,0.00,30.61,40.49,29.19
2011-001 Torrance GI,Medical Supplies per Procedure,33.21,54.25,37.99,48.42,31.69,40.79,0.00,0.00,0.00,0.00,35.17,65.03,43.21
2013-001 Abilene GI,Medical Supplies per Procedure,51.78,37.24,24.01,33.53,34.69,44.04,29.24,0.00,240.02,-210.78,34.52,51.83,28.95
2015-001 Shawnee GI,Medical Supplies per Procedure,67.41,23.48,46.19,36.91,25.90,30.41,-50.15,0.00,161.44,-211.59,38.95,45.35,41.73
2018-001 Knoxville Eye,Medical Supplies per Procedure,90.37,81.20,107.76,78.43,88.97,112.15,-68.39,0.00,1469.56,-1537.96,107.05,136.89,89.21
2001-001 Knoxville GI,Drug supplies per Procedure,4.37,4.08,4.18,4.24,4.37,4.45,-52.25,0.00,49.71,-101.96,5.27,6.15,5.26
2001-002 Knoxville West GI,Drug supplies per Procedure,5.02,4.27,4.69,3.80,1.71,3.74,-15.99,0.00,69.71,-85.70,3.70,6.92,4.56
2003-001 St Thomas GI,Drug supplies per Procedure,0.34,5.48,1.67,4.32,2.14,3.67,2.32,0.00,12.50,-10.18,2.67,5.45,4.28
2003-002 St Thomas Harding Rd GI,Drug supplies per Procedure,3.10,3.63,2.01,2.83,6.62,2.13,0.94,0.00,28.78,-27.84,3.68,6.52,4.12
2005-001 Beaumont GI,Drug supplies per Procedure,-1.04,4.90,5.24,4.29,3.29,3.77,-10.70,0.00,10.75,-21.45,5.21,6.98,4.07
2009-001 Washington DC GI,Drug supplies per Procedure,2.24,4.33,4.16,4.25,3.23,5.49,0.00,0.00,0.00,0.00,4.33,7.07,5.53
2011-001 Torrance GI,Drug supplies per Procedure,7.19,6.14,5.15,3.63,8.08,-0.05,0.00,0.00,0.00,0.00,5.54,13.09,9.71
2013-001 Abilene GI,Drug supplies per Procedure,1.87,6.83,2.17,2.19,4.77,6.35,10.72,0.00,39.27,-28.55,4.04,6.98,4.46
2015-001 Shawnee GI,Drug supplies per Procedure,15.61,4.28,3.36,3.55,5.23,4.00,6.76,0.00,44.22,-37.46,3.98,7.97,5.74
2018-001 Knoxville Eye,Drug supplies per Procedure,16.21,10.88,24.47,15.06,5.38,22.64,-100.26,0.00,94.95,-195.21,20.21,17.38,15.02
2001-001 Knoxville GI,Bad Debt % of Net Revenue,0.01,0.01,0.04,0.01,0.01,0.01,0.00,0.00,-0.01,0.01,0.02,0.01,0.02
2001-002 Knoxville West GI,Bad Debt % of Net Revenue,0.01,0.01,0.06,0.01,0.01,0.02,0.00,0.00,-0.01,0.01,0.03,0.01,0.02
2003-001 St Thomas GI,Bad Debt % of Net Revenue,0.01,0.02,0.02,0.02,0.04,0.01,0.00,0.00,-0.03,0.03,0.03,0.03,0.02
2003-002 St Thomas Harding Rd GI,Bad Debt % of Net Revenue,0.04,0.04,0.04,0.04,0.16,0.04,0.00,0.00,-0.06,0.06,0.09,0.06,0.02
2005-001 Beaumont GI,Bad Debt % of Net Revenue,0.02,0.02,0.02,0.02,0.11,0.02,0.00,0.00,-0.02,0.02,0.07,0.02,0.03
2009-001 Washington DC GI,Bad Debt % of Net Revenue,-0.01,0.00,0.00,-0.04,0.08,-0.02,0.00,0.00,-0.04,0.04,0.02,0.04,0.06
2011-001 Torrance GI,Bad Debt % of Net Revenue,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,-0.01,0.01,0.01,0.01,0.04
2013-001 Abilene GI,Bad Debt % of Net Revenue,0.01,0.01,0.02,0.06,0.01,0.04,0.00,0.00,-0.05,0.05,0.03,0.05,0.05
2015-001 Shawnee GI,Bad Debt % of Net Revenue,0.01,0.01,0.01,0.01,-0.02,0.01,0.00,0.00,-0.01,0.01,0.00,0.01,0.01
2018-001 Knoxville Eye,Bad Debt % of Net Revenue,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2001-001 Knoxville GI,Compensation per Day,19453.72,17592.39,15644.83,15382.65,16670.27,15030.49,0.00,0.00,0.00,0.00,11332.81,18560.62,14560.69
2001-002 Knoxville West GI,Compensation per Day,3029.83,2836.59,2458.55,2607.39,2658.84,2391.54,0.00,0.00,0.00,0.00,1860.69,3732.39,2852.48
2003-001 St Thomas GI,Compensation per Day,3680.36,3577.27,3029.22,2900.29,3854.20,4225.28,0.00,0.00,0.00,0.00,3499.99,4430.20,2717.70
2003-002 St Thomas Harding Rd GI,Compensation per Day,1949.67,1902.61,2244.93,2186.12,2651.83,3102.47,0.00,0.00,0.00,0.00,2394.91,2985.23,1821.95
2005-001 Beaumont GI,Compensation per Day,6882.48,6275.40,5719.89,6056.13,6094.91,6427.99,0.00,0.00,0.00,0.00,7140.67,9641.28,6842.61
2009-001 Washington DC GI,Compensation per Day,3513.56,4259.39,3762.19,4248.67,3900.38,4887.45,0.00,0.00,0.00,0.00,4679.44,4054.10,3405.91
2011-001 Torrance GI,Compensation per Day,10509.69,15312.44,10545.54,11068.20,11304.75,10968.55,0.00,0.00,0.00,0.00,10737.81,16216.16,10495.59
2013-001 Abilene GI,Compensation per Day,1414.64,1440.98,1317.10,1068.59,1505.71,1523.70,0.00,0.00,0.00,0.00,1359.78,2098.28,1640.11
2015-001 Shawnee GI,Compensation per Day,4792.64,5181.79,4203.37,4136.59,3924.24,4374.35,0.00,0.00,0.00,0.00,4854.28,5872.58,4292.02
2018-001 Knoxville Eye,Compensation per Day,6141.32,7658.86,7002.56,6837.09,6338.98,4938.70,0.00,0.00,0.00,0.00,6852.18,6873.01,5409.20
2001-001 Knoxville GI,Procedures per Day,91.95,84.10,71.64,74.70,72.81,69.36,0.00,0.00,0.00,0.00,70.08,89.52,66.72
2001-002 Knoxville West GI,Procedures per Day,29.26,25.10,21.23,27.70,26.76,26.82,0.00,0.00,0.00,0.00,24.42,35.01,24.24
2003-001 St Thomas GI,Procedures per Day,13.79,14.15,12.95,13.85,13.81,18.14,0.00,0.00,0.00,0.00,13.22,19.46,14.67
2003-002 St Thomas Harding Rd GI,Procedures per Day,12.89,13.35,11.68,13.45,13.43,15.77,0.00,0.00,0.00,0.00,12.88,19.62,11.85
2005-001 Beaumont GI,Procedures per Day,54.95,57.25,44.50,55.60,58.81,57.14,0.00,0.00,0.00,0.00,49.38,69.62,49.98
2009-001 Washington DC GI,Procedures per Day,24.58,23.30,21.59,23.25,25.10,25.73,0.00,0.00,0.00,0.00,24.12,33.04,25.49
2011-001 Torrance GI,Procedures per Day,57.00,46.85,45.18,51.50,55.76,53.55,0.00,0.00,0.00,0.00,51.43,77.01,55.03
2013-001 Abilene GI,Procedures per Day,12.26,11.20,9.45,11.30,10.05,9.36,0.00,0.00,0.00,0.00,9.06,15.91,13.25
2015-001 Shawnee GI,Procedures per Day,18.63,18.25,14.95,16.60,12.57,18.05,0.00,0.00,0.00,0.00,14.46,20.74,17.29
2018-001 Knoxville Eye,Procedures per Day,36.33,29.94,28.94,30.56,30.12,32.06,0.00,0.00,0.00,0.00,29.75,38.17,27.35
2001-001 Knoxville GI,Gross revenue per Procedure,1694.63,1697.54,1697.44,1701.22,1691.55,1691.01,-1693.64,0.00,34351.65,-36045.29,1275.14,1637.27,1693.09
2001-002 Knoxville West GI,Gross revenue per Procedure,1708.80,1704.84,1707.52,1715.02,1706.41,1707.21,-1723.19,0.00,28723.29,-30446.48,1265.07,1821.27,1699.95
2003-001 St Thomas GI,Gross revenue per Procedure,1461.15,1433.87,1457.68,1463.14,1462.90,1455.73,-1459.00,0.00,2616.12,-4075.12,1102.75,1651.09,1447.22
2003-002 St Thomas Harding Rd GI,Gross revenue per Procedure,1399.28,1385.63,1404.32,1407.00,1414.14,1408.60,-1397.69,0.00,8059.91,-9457.61,1066.90,1676.99,1431.23
2005-001 Beaumont GI,Gross revenue per Procedure,1711.03,1702.43,1721.81,1710.55,1716.33,1705.94,-1704.14,0.00,5743.35,-7447.49,1273.69,1799.67,1706.01
2009-001 Washington DC GI,Gross revenue per Procedure,1025.00,1035.73,1025.00,1025.00,1027.56,1029.42,0.00,0.00,0.00,0.00,792.45,1099.95,1030.45
2011-001 Torrance GI,Gross revenue per Procedure,1827.48,1785.99,1808.69,1793.77,1740.05,1790.38,0.00,0.00,0.00,0.00,1359.36,2049.52,1774.89
