Field,Excel Value,DataBase Value,Variance,Result,Issue,Sheet,Center,CAReport Name
Feb 2025,1.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total aging percentage
Feb 2025,0.76,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total allowance percentage
Feb 2025,114245.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total cases
Feb 2025,NULL,114245.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,157342.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total procedures
Feb 2025,NULL,157342.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,373104198.43,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total write-offs
Feb 2025,NULL,373104198.43,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,2499.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Units
Feb 2025,NULL,2499.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,4226.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Visits
Feb 2025,NULL,4226.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,0.72,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Write-off percentage
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,327586424.63,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,327586424.63,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 0 - 30 days
Mar 2025,0.56,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 0 - 30 days
Mar 2025,NULL,138842653.38,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,138842653.38,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
Mar 2025,0.24,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
Mar 2025,NULL,80754143.03,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,80754143.03,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
Mar 2025,0.14,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
Mar 2025,NULL,42191259.16,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,42191259.16,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 61 - 90 days
Mar 2025,0.07,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 61 - 90 days
Mar 2025,NULL,23497897.81,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,23497897.81,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 91 - 120 days
Mar 2025,0.04,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 91 - 120 days
Mar 2025,NULL,8310.22,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,8310.22,NULL,,Missing in Database,Missing in Database,Facility,,Facility: A211-0000 Gross days in AR
Mar 2025,0.28,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Accounts receivable greater than 90 days
Mar 2025,NULL,584775371.29,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,584775371.29,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Accounts receivable per general ledger
Mar 2025,NULL,140458722.4,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,140458722.4,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Accounts receivable, net"
Mar 2025,0.05,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt allowance percentage
Mar 2025,NULL,-27234436.92,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,-27234436.92,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt allowance
Mar 2025,-2925482.73,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt expense - facility
Mar 2025,NULL,-2925482.73,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,0.01,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt expense percentage
Mar 2025,2958010.86,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Bad debt write-offs, net of recoveries"
Mar 2025,NULL,2958010.86,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,575.58,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Collections per visit and procedure
Mar 2025,99952627.03,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Collections, net of refunds"
Mar 2025,NULL,99952627.03,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,0.71,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual adjustment percentage
Mar 2025,-373005508.26,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual adjustments - facility
Mar 2025,NULL,-373005508.26,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,0.71,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual allowance percentage
Mar 2025,NULL,-417082211.97,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,-417082211.97,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual allowance
Mar 2025,374092973.89,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual write-offs
Mar 2025,NULL,374092973.89,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,-23481253.49,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,-23481253.49,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Credit balances
Mar 2025,3026.35,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Gross charge per visit and procedure
Mar 2025,525540727.98,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Gross charges - facility
Mar 2025,NULL,525540727.98,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,149609736.99,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Net revenue - facility
Mar 2025,NULL,149609736.99,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,861.53,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Net revenue per visit and procedure
Mar 2025,-0.04,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Non-aged balances
Mar 2025,-4615753.23,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Reconciling difference
Mar 2025,-3994267.41,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Refunds - facility
Mar 2025,NULL,-3994267.41,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,589391124.52,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,589391124.52,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total accounts receivable aging
Mar 2025,0.72,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total adjustment percentage
Mar 2025,1.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total aging percentage
Mar 2025,0.76,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total allowance percentage
Mar 2025,123384.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total cases
Mar 2025,NULL,123384.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,169605.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total procedures
Mar 2025,NULL,169605.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,377050984.75,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total write-offs
Mar 2025,NULL,377050984.75,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,2332.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Units
Mar 2025,NULL,2332.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,4050.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Visits
Mar 2025,NULL,4050.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,0.79,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Write-off percentage
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,341843646.94,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,341843646.94,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 0 - 30 days
Apr 2025,0.57,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 0 - 30 days
Apr 2025,NULL,133532437.23,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,133532437.23,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
Apr 2025,0.22,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 120+ days
Apr 2025,NULL,79600397.47,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,79600397.47,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
Apr 2025,0.13,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 31 - 60 days
Apr 2025,NULL,44427788.17,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,44427788.17,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 61 - 90 days
Apr 2025,0.07,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 61 - 90 days
Apr 2025,NULL,29150674.68,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,29150674.68,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 91 - 120 days
Apr 2025,0.05,NULL,,Missing in Database,Missing in Database,Facility,,Facility: 91 - 120 days
Apr 2025,NULL,8253.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,8253.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: A211-0000 Gross days in AR
Apr 2025,0.27,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Accounts receivable greater than 90 days
Apr 2025,NULL,600571928.61,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,600571928.61,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Accounts receivable per general ledger
Apr 2025,NULL,143854121.55,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,143854121.55,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Accounts receivable, net"
Apr 2025,0.05,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt allowance percentage
Apr 2025,NULL,-27152490.87,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,-27152490.87,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt allowance
Apr 2025,-2640277.01,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt expense - facility
Apr 2025,NULL,-2640277.01,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,0.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Bad debt expense percentage
Apr 2025,2722223.06,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Bad debt write-offs, net of recoveries"
Apr 2025,NULL,2722223.06,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,646.85,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Collections per visit and procedure
Apr 2025,118230380.41,NULL,,Missing in Database,Missing in Database,Facility,,"Facility: Collections, net of refunds"
Apr 2025,NULL,118230380.41,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,0.71,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual adjustment percentage
Apr 2025,-391931471.48,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual adjustments - facility
Apr 2025,NULL,-391931471.48,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,0.72,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual allowance percentage
Apr 2025,NULL,-429565316.19,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,-429565316.19,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual allowance
Apr 2025,379424400.54,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Contractual write-offs
Apr 2025,NULL,379424400.54,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,-23738295.01,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,-23738295.01,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Credit balances
Apr 2025,3023.51,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Gross charge per visit and procedure
Apr 2025,552637541.49,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Gross charges - facility
Apr 2025,NULL,552637541.49,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,158065793.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Net revenue - facility
Apr 2025,NULL,158065793.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,864.79,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Net revenue per visit and procedure
Apr 2025,-0.04,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Non-aged balances
Apr 2025,-4244720.87,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Reconciling difference
Apr 2025,-4755678.09,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Refunds - facility
Apr 2025,NULL,-4755678.09,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,604816649.48,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,604816649.48,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total accounts receivable aging
Apr 2025,0.71,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total adjustment percentage
Apr 2025,1.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total aging percentage
Apr 2025,0.76,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total allowance percentage
Apr 2025,129369.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total cases
Apr 2025,NULL,129369.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,178129.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total procedures
Apr 2025,NULL,178129.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,382146623.6,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Total write-offs
Apr 2025,NULL,382146623.6,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,2445.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Units
Apr 2025,NULL,2445.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,4651.0,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Visits
Apr 2025,NULL,4651.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,0.76,NULL,,Missing in Database,Missing in Database,Facility,,Facility: Write-off percentage
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Facility,,
